중산도면,단가,수량,영업납기,선급
K05082,13140,18,2021-01-19,0
K05083,18691,2,2021-03-06,0
K05083,18691,4,2021-11-24,0
K05083,18691,9,2021-11-21,0
K05084,7149,1,2021-01-30,0
K05084,7149,3,2021-11-22,1
K05084,7149,7,2021-08-05,0
K05091,14481,6,2021-07-12,0
K05091,14481,59,2021-06-22,0
K05091,14481,118,2021-05-21,0
K05092,179208,12,2021-09-01,0
K05092,179208,25,2021-05-18,0
K05092,179208,50,2021-04-10,0
K05093,73747,5,2021-10-29,0
K05093,73747,15,2021-07-21,0
K05093,73747,30,2021-01-02,0
K05094,12881,4,2021-05-12,0
K05094,12881,9,2021-05-27,0
K05094,12881,18,2021-12-04,0
K05096,179208,11,2021-02-21,0
K05096,179208,22,2021-11-10,0
K05096,179208,44,2021-02-11,1
K05097,41048,8,2021-11-25,0
K05097,41048,89,2021-02-08,0
K05097,41048,178,2021-04-24,0
K05098,9067,3,2021-07-24,0
K05098,9067,22,2021-03-14,0
K05098,9067,44,2021-07-01,0
K05099,81204,8,2021-09-06,0
K05099,81204,16,2021-08-30,0
K05099,81204,32,2021-10-21,0
K05100,6498,1,2021-01-12,1
K05100,6498,3,2021-01-16,0
K05100,6498,7,2021-03-24,1
K05102,104092,17,2021-04-19,0
K05102,104092,85,2021-11-05,1
K05102,104092,170,2021-09-24,0
K05104,86821,7,2021-04-04,0
K05104,86821,15,2021-12-27,0
K05104,86821,30,2021-03-11,1
K05115,179208,12,2021-09-15,0
K05115,179208,24,2021-03-17,0
K05115,179208,48,2021-08-04,0
K05117,9518,3,2021-07-22,0
K05117,9518,35,2021-06-17,0
K05117,9518,70,2021-07-02,0
K05120,77242,3,2021-11-01,0
K05120,77242,7,2021-09-26,0
K05120,77242,15,2021-11-17,1
K05124,7149,1,2021-05-14,0
K05124,7149,3,2021-12-15,0
K05124,7149,7,2021-01-01,1
K05125,8493,2,2021-03-07,0
K05125,8493,4,2021-03-18,1
K05125,8493,8,2021-02-18,0
K05128,179208,10,2021-09-11,0
K05128,179208,30,2021-06-09,0
K05128,179208,60,2021-09-30,1
K05130,104092,11,2021-03-04,1
K05130,104092,66,2021-12-07,0
K05130,104092,132,2021-09-10,0
K05132,14416,6,2021-11-05,0
K05132,14416,71,2021-09-28,1
K05132,14416,142,2021-04-07,0
K05133,100388,10,2021-09-26,1
K05133,100388,116,2021-04-10,0
K05133,100388,232,2021-07-27,1
K05134,33644,5,2021-09-11,1
K05134,33644,42,2021-02-15,0
K05134,33644,84,2021-11-02,0
K05135,8844,4,2021-05-04,1
K05135,8844,17,2021-10-08,0
K05135,8844,34,2021-07-20,0
K05137,18691,2,2021-07-03,0
K05137,18691,5,2021-08-18,0
K05137,18691,10,2021-06-15,0
K05138,52115,5,2021-04-14,0
K05138,52115,10,2021-10-25,0
K05138,52115,20,2021-12-27,0
K05139,52115,2,2021-06-01,0
K05139,52115,5,2021-01-07,1
K05139,52115,11,2021-04-06,0
K05141,102669,8,2021-07-05,0
K05141,102669,25,2021-08-29,0
K05141,102669,50,2021-01-30,0
K05143,106952,25,2021-04-06,0
K05143,106952,101,2021-02-22,0
K05143,106952,202,2021-04-04,0
K05144,179208,5,2021-10-05,0
K05144,179208,11,2021-03-02,0
K05144,179208,22,2021-07-20,0
K05148,9195,4,2021-08-04,0
K05148,9195,20,2021-02-05,0
K05148,9195,40,2021-06-02,0
K05149,20470,3,2021-10-25,0
K05149,20470,22,2021-06-24,0
K05149,20470,44,2021-09-05,0
K05151,86821,3,2021-05-09,0
K05151,86821,7,2021-02-16,0
K05151,86821,15,2021-08-11,0
K05152,109155,11,2021-03-04,0
K05152,109155,74,2021-11-25,0
K05152,109155,148,2021-12-02,0
K05160,29252,4,2021-06-14,0
K05160,29252,12,2021-08-08,0
K05160,29252,24,2021-05-17,0
K05163,13140,2,2021-03-23,0
K05163,13140,5,2021-03-08,0
K05163,13140,10,2021-01-06,0
K05164,179208,14,2021-04-01,0
K05164,179208,28,2021-05-01,0
K05164,179208,56,2021-02-05,0
K05165,179208,15,2021-05-25,1
K05165,179208,30,2021-07-05,0
K05165,179208,60,2021-10-10,0
K05168,109155,14,2021-03-31,0
K05168,109155,96,2021-03-12,0
K05168,109155,192,2021-04-11,0
K05173,20470,2,2021-10-23,0
K05173,20470,18,2021-12-17,0
K05173,20470,36,2021-11-26,1
K05174,11094,4,2021-01-01,0
K05174,11094,25,2021-03-10,0
K05174,11094,50,2021-03-10,0
K05175,179208,5,2021-04-05,0
K05175,179208,11,2021-05-06,1
K05175,179208,22,2021-04-21,0
K05176,52115,5,2021-09-18,0
K05176,52115,11,2021-05-25,1
K05176,52115,22,2021-04-10,1
K05177,104092,27,2021-03-14,0
K05177,104092,138,2021-05-15,1
K05177,104092,276,2021-03-17,0
K05179,32335,9,2021-02-15,0
K05179,32335,120,2021-03-10,0
K05179,32335,240,2021-05-20,0
K05180,86821,7,2021-11-25,1
K05180,86821,15,2021-02-27,0
K05180,86821,30,2021-01-31,0
K05182,98424,10,2021-10-09,1
K05182,98424,109,2021-09-04,0
K05182,98424,218,2021-08-27,1
K05183,40745,7,2021-11-03,0
K05183,40745,99,2021-04-25,1
K05183,40745,198,2021-09-18,0
K05184,41077,8,2021-05-19,0
K05184,41077,46,2021-09-12,1
K05184,41077,92,2021-10-10,1
K05186,26335,5,2021-09-12,0
K05186,26335,60,2021-09-23,0
K05186,26335,120,2021-12-24,0
K05193,11941,2,2021-10-11,1
K05193,11941,29,2021-08-22,0
K05193,11941,58,2021-10-04,0
K05194,9518,3,2021-09-16,1
K05194,9518,30,2021-01-10,0
K05194,9518,60,2021-09-17,0
K05195,8493,2,2021-06-19,0
K05195,8493,4,2021-11-29,0
K05195,8493,8,2021-05-05,0
K05199,41077,8,2021-03-18,0
K05199,41077,47,2021-11-02,0
K05199,41077,94,2021-03-13,0
K05208,12881,4,2021-12-14,0
K05208,12881,9,2021-01-10,0
K05208,12881,18,2021-05-14,0
K05209,52115,3,2021-09-07,0
K05209,52115,6,2021-09-04,0
K05209,52115,13,2021-08-17,0
K05215,81204,8,2021-09-22,1
K05215,81204,17,2021-10-18,0
K05215,81204,34,2021-08-14,0
K05216,179208,10,2021-03-31,1
K05216,179208,20,2021-06-28,0
K05216,179208,40,2021-09-13,0
K05218,14025,4,2021-01-19,0
K05218,14025,42,2021-10-16,1
K05218,14025,84,2021-10-24,1
K05219,11941,2,2021-12-17,0
K05219,11941,33,2021-06-14,1
K05219,11941,66,2021-10-19,0
K05220,21121,3,2021-08-24,1
K05220,21121,27,2021-03-03,0
K05220,21121,54,2021-03-30,1
K05221,39310,6,2021-08-08,0
K05221,39310,33,2021-01-14,1
K05221,39310,66,2021-07-06,1
K05224,179208,10,2021-01-25,0
K05224,179208,21,2021-06-25,1
K05224,179208,42,2021-09-26,0
K05225,86821,4,2021-06-02,0
K05225,86821,8,2021-01-10,1
K05225,86821,16,2021-05-14,0
K05226,14901,5,2021-06-10,1
K05226,14901,31,2021-01-07,0
K05226,14901,62,2021-09-04,0
K05227,29252,4,2021-02-10,0
K05227,29252,12,2021-12-22,0
K05227,29252,24,2021-06-14,1
K05228,52115,5,2021-09-24,0
K05228,52115,11,2021-12-03,0
K05228,52115,22,2021-03-05,0
K05229,95463,11,2021-09-16,0
K05229,95463,109,2021-06-06,0
K05229,95463,218,2021-06-22,0
K05230,14413,4,2021-08-10,0
K05230,14413,55,2021-01-13,0
K05230,14413,110,2021-11-20,0
K05233,145749,30,2021-12-25,0
K05233,145749,243,2021-11-20,0
K05233,145749,486,2021-11-14,0
K05234,11541,1,2021-07-31,0
K05234,11541,19,2021-08-15,0
K05234,11541,38,2021-10-04,0
K05239,179208,83,2021-08-14,1
K05239,179208,249,2021-04-16,0
K05239,179208,498,2021-06-18,1
K05240,95463,13,2021-01-29,0
K05240,95463,127,2021-06-25,0
K05240,95463,254,2021-07-20,0
K05254,6498,3,2021-09-04,1
K05254,6498,6,2021-08-15,1
K05254,6498,12,2021-04-28,0
K05255,13140,2,2021-06-16,0
K05255,13140,5,2021-03-12,0
K05255,13140,10,2021-12-19,1
K05256,7149,1,2021-01-14,0
K05256,7149,3,2021-09-07,0
K05256,7149,7,2021-02-01,0
K05257,6498,1,2021-11-19,0
K05257,6498,3,2021-07-06,0
K05257,6498,6,2021-06-05,0
K05258,6498,1,2021-08-05,0
K05258,6498,2,2021-01-01,1
K05258,6498,4,2021-01-17,0
K05259,6498,1,2021-09-22,0
K05259,6498,1,2021-10-24,1
K05259,6498,3,2021-01-23,0
K05265,109155,11,2021-05-03,0
K05265,109155,79,2021-11-23,0
K05265,109155,158,2021-09-23,0
K05266,8416,1,2021-02-15,0
K05266,8416,11,2021-06-16,1
K05266,8416,22,2021-08-03,0
K05267,8416,2,2021-03-03,0
K05267,8416,12,2021-06-26,0
K05267,8416,24,2021-05-11,0
K05270,179208,12,2021-04-18,0
K05270,179208,35,2021-04-11,1
K05270,179208,70,2021-04-18,0
K05271,26391,4,2021-04-17,0
K05271,26391,35,2021-09-02,0
K05271,26391,70,2021-01-20,0
K05273,9546,3,2021-12-15,0
K05273,9546,47,2021-04-29,0
K05273,9546,94,2021-04-05,0
K05275,9195,4,2021-05-30,1
K05275,9195,20,2021-06-14,1
K05275,9195,40,2021-07-26,0
K05277,21121,3,2021-12-12,0
K05277,21121,28,2021-03-28,0
K05277,21121,56,2021-06-19,1
K05278,24229,5,2021-07-27,1
K05278,24229,61,2021-08-28,0
K05278,24229,122,2021-04-04,1
K05287,145749,15,2021-08-29,1
K05287,145749,118,2021-05-05,0
K05287,145749,236,2021-04-15,1
K05289,45856,8,2021-09-19,1
K05289,45856,72,2021-07-07,1
K05289,45856,144,2021-12-14,0
K05290,8600,4,2021-04-11,1
K05290,8600,22,2021-08-17,0
K05290,8600,44,2021-08-31,0
K05293,8600,4,2021-07-05,0
K05293,8600,18,2021-01-30,0
K05293,8600,36,2021-08-01,0
K05294,14416,6,2021-04-16,1
K05294,14416,68,2021-05-02,1
K05294,14416,136,2021-11-06,0
K05295,9067,3,2021-05-22,0
K05295,9067,23,2021-07-28,0
K05295,9067,46,2021-03-31,1
K05302,26651,6,2021-07-15,0
K05302,26651,74,2021-08-02,0
K05302,26651,148,2021-05-27,0
K05325,22142,5,2021-08-05,0
K05325,22142,18,2021-03-25,0
K05325,22142,36,2021-07-11,0
K05326,179208,16,2021-07-06,0
K05326,179208,49,2021-06-13,0
K05326,179208,98,2021-11-22,0
K05328,109155,10,2021-01-03,0
K05328,109155,67,2021-05-26,0
K05328,109155,134,2021-06-15,1
K05332,40772,7,2021-11-21,0
K05332,40772,28,2021-04-27,0
K05332,40772,56,2021-01-24,0
K05334,6557,3,2021-05-08,0
K05334,6557,27,2021-12-03,0
K05334,6557,54,2021-01-03,0
K05335,6498,1,2021-02-25,0
K05335,6498,3,2021-10-06,0
K05335,6498,6,2021-09-17,0
K05336,8493,2,2021-04-23,1
K05336,8493,4,2021-08-02,1
K05336,8493,8,2021-01-08,0
K05347,15015,6,2021-06-10,0
K05347,15015,24,2021-11-11,0
K05347,15015,48,2021-11-24,0
K05350,103554,4,2021-09-11,0
K05350,103554,9,2021-06-02,0
K05350,103554,18,2021-06-27,0
K05351,38087,8,2021-05-07,0
K05351,38087,84,2021-03-17,0
K05351,38087,168,2021-12-31,0
K05355,20470,1,2021-10-21,0
K05355,20470,14,2021-08-08,0
K05355,20470,28,2021-11-14,0
K05356,20470,1,2021-10-31,1
K05356,20470,9,2021-01-10,0
K05356,20470,18,2021-02-12,0
K05359,179208,7,2021-08-10,0
K05359,179208,15,2021-04-15,0
K05359,179208,31,2021-11-01,1
K05362,145749,11,2021-06-11,1
K05362,145749,91,2021-10-14,0
K05362,145749,182,2021-02-16,0
K05364,106952,11,2021-06-30,0
K05364,106952,45,2021-05-05,0
K05364,106952,90,2021-08-08,0
K05365,40311,9,2021-07-08,0
K05365,40311,43,2021-05-18,0
K05365,40311,86,2021-05-08,0
K05366,6498,2,2021-10-07,0
K05366,6498,4,2021-01-23,0
K05366,6498,8,2021-11-13,0
K05369,8493,2,2021-04-06,1
K05369,8493,4,2021-01-27,1
K05369,8493,8,2021-10-29,0
K05371,95463,11,2021-10-28,0
K05371,95463,108,2021-01-04,0
K05371,95463,216,2021-05-28,1
K05376,6498,1,2021-05-19,0
K05376,6498,3,2021-07-08,0
K05376,6498,6,2021-01-21,0
K05386,17612,5,2021-08-13,0
K05386,17612,29,2021-07-12,0
K05386,17612,58,2021-06-05,1
K05387,6516,2,2021-04-21,0
K05387,6516,9,2021-06-12,0
K05387,6516,18,2021-04-21,0
K05390,86821,3,2021-03-24,0
K05390,86821,7,2021-05-05,0
K05390,86821,15,2021-06-01,0
K05391,113012,9,2021-08-11,1
K05391,113012,26,2021-03-15,0
K05391,113012,52,2021-10-03,0
K05393,34772,5,2021-08-30,0
K05393,34772,15,2021-09-16,1
K05393,34772,30,2021-04-29,0
K05396,6498,1,2021-11-27,0
K05396,6498,2,2021-02-12,0
K05396,6498,5,2021-06-23,1
K05399,34772,5,2021-05-02,0
K05399,34772,14,2021-05-09,0
K05399,34772,28,2021-11-19,0
K05400,29252,4,2021-11-24,0
K05400,29252,13,2021-06-26,0
K05400,29252,26,2021-10-17,1
K05402,86821,7,2021-11-15,0
K05402,86821,15,2021-02-27,1
K05402,86821,30,2021-12-29,0
K05403,179208,13,2021-12-02,0
K05403,179208,25,2021-02-23,0
K05403,179208,50,2021-03-13,1
K05405,6498,1,2021-09-08,0
K05405,6498,2,2021-03-07,0
K05405,6498,5,2021-05-02,0
K05406,12881,4,2021-06-29,0
K05406,12881,9,2021-05-29,0
K05406,12881,18,2021-09-11,0
K05414,8807,4,2021-08-27,1
K05414,8807,38,2021-09-17,0
K05414,8807,76,2021-10-08,0
K05416,179208,20,2021-02-24,0
K05416,179208,40,2021-06-13,1
K05416,179208,80,2021-11-15,0
K05418,7168,3,2021-03-10,0
K05418,7168,19,2021-11-14,0
K05418,7168,38,2021-02-13,0
K05419,7168,3,2021-09-17,0
K05419,7168,17,2021-09-27,0
K05419,7168,34,2021-02-21,0
K05421,109155,11,2021-07-11,0
K05421,109155,74,2021-05-10,0
K05421,109155,148,2021-12-28,0
K05422,73747,6,2021-06-30,0
K05422,73747,18,2021-05-05,0
K05422,73747,36,2021-01-03,0
K05423,33640,4,2021-08-25,0
K05423,33640,13,2021-12-06,0
K05423,33640,26,2021-07-12,1
K05424,15218,6,2021-07-26,1
K05424,15218,34,2021-12-07,1
K05424,15218,68,2021-05-22,0
K05426,40323,4,2021-11-11,0
K05426,40323,14,2021-02-08,0
K05426,40323,28,2021-05-30,0
K05431,179208,13,2021-05-02,0
K05431,179208,38,2021-12-02,0
K05431,179208,76,2021-10-05,1
K05432,34128,8,2021-06-13,0
K05432,34128,34,2021-08-01,0
K05432,34128,68,2021-03-16,0
K05434,77242,7,2021-08-28,1
K05434,77242,14,2021-02-11,1
K05434,77242,28,2021-01-28,0
K05442,7149,1,2021-11-19,0
K05442,7149,3,2021-10-22,1
K05442,7149,7,2021-01-18,0
K05444,179208,10,2021-12-15,0
K05444,179208,21,2021-10-04,0
K05444,179208,42,2021-04-02,1
K05445,81204,4,2021-01-21,0
K05445,81204,8,2021-06-14,1
K05445,81204,16,2021-04-21,0
K05446,6498,1,2021-10-31,0
K05446,6498,2,2021-09-28,0
K05446,6498,5,2021-11-07,0
K05447,6498,3,2021-09-11,1
K05447,6498,6,2021-09-15,0
K05447,6498,12,2021-05-31,0
K05457,6983,3,2021-02-16,0
K05457,6983,14,2021-10-07,1
K05457,6983,28,2021-03-30,1
K05464,73747,6,2021-12-08,0
K05464,73747,18,2021-12-29,1
K05464,73747,36,2021-12-21,0
K05470,6498,1,2021-07-23,0
K05470,6498,2,2021-03-30,0
K05470,6498,5,2021-11-11,1
K05471,52115,3,2021-01-15,0
K05471,52115,6,2021-08-06,1
K05471,52115,12,2021-12-10,0
K05472,6516,3,2021-12-20,0
K05472,6516,17,2021-05-12,1
K05472,6516,34,2021-07-26,1
K05473,13140,2,2021-10-04,0
K05473,13140,5,2021-11-21,0
K05473,13140,10,2021-01-27,0
K05474,33640,4,2021-05-04,0
K05474,33640,13,2021-06-10,0
K05474,33640,26,2021-08-16,0
K05475,102669,8,2021-04-11,1
K05475,102669,26,2021-02-18,0
K05475,102669,52,2021-07-18,0
K05476,86821,7,2021-12-12,0
K05476,86821,15,2021-02-13,0
K05476,86821,30,2021-07-05,0
K05477,52115,2,2021-11-19,0
K05477,52115,5,2021-03-05,0
K05477,52115,11,2021-04-29,0
K05482,86821,4,2021-09-02,1
K05482,86821,8,2021-12-23,0
K05482,86821,16,2021-09-13,0
K05488,52115,6,2021-07-03,0
K05488,52115,12,2021-09-20,0
K05488,52115,24,2021-09-27,0
K05489,103554,9,2021-09-29,0
K05489,103554,18,2021-03-24,0
K05489,103554,36,2021-10-17,0
K05490,99504,7,2021-04-10,0
K05490,99504,21,2021-05-20,0
K05490,99504,42,2021-06-04,0
K05491,43177,8,2021-07-13,0
K05491,43177,94,2021-09-02,0
K05491,43177,188,2021-04-19,1
K05494,15218,6,2021-10-23,0
K05494,15218,36,2021-01-03,0
K05494,15218,72,2021-06-12,1
K05495,105576,23,2021-12-19,0
K05495,105576,205,2021-08-30,0
K05495,105576,410,2021-11-13,0
K05496,26391,4,2021-12-24,0
K05496,26391,34,2021-09-09,0
K05496,26391,68,2021-02-17,0
K05501,6332,2,2021-02-17,0
K05501,6332,10,2021-11-24,0
K05501,6332,20,2021-12-28,1
K05507,179208,5,2021-10-07,0
K05507,179208,11,2021-08-04,0
K05507,179208,22,2021-10-23,0
K05509,77242,3,2021-07-01,0
K05509,77242,7,2021-11-26,0
K05509,77242,14,2021-06-10,0
K05511,39325,9,2021-06-15,0
K05511,39325,81,2021-02-23,0
K05511,39325,162,2021-12-06,0
K05514,104092,18,2021-10-06,0
K05514,104092,89,2021-10-22,1
K05514,104092,178,2021-10-07,1
K05519,22344,5,2021-11-13,0
K05519,22344,27,2021-11-16,0
K05519,22344,54,2021-01-28,0
K05520,13583,4,2021-06-10,0
K05520,13583,27,2021-10-27,0
K05520,13583,54,2021-07-02,0
K05524,101291,4,2021-11-23,0
K05524,101291,9,2021-02-13,1
K05524,101291,19,2021-06-22,0
K05537,80627,9,2021-03-18,1
K05537,80627,73,2021-03-02,0
K05537,80627,146,2021-04-04,0
K05540,103554,4,2021-08-04,0
K05540,103554,9,2021-02-20,0
K05540,103554,18,2021-04-10,0
K05541,99504,7,2021-07-26,0
K05541,99504,21,2021-01-31,0
K05541,99504,42,2021-07-07,0
K05542,6332,1,2021-04-25,0
K05542,6332,4,2021-03-19,1
K05542,6332,8,2021-02-21,0
K05544,179208,5,2021-06-17,0
K05544,179208,11,2021-02-04,0
K05544,179208,22,2021-05-26,1
K05546,52115,5,2021-07-28,1
K05546,52115,11,2021-03-12,1
K05546,52115,22,2021-01-13,0
K05550,52115,3,2021-08-14,1
K05550,52115,6,2021-08-20,0
K05550,52115,12,2021-09-24,0
K05554,41077,8,2021-05-26,1
K05554,41077,47,2021-02-06,0
K05554,41077,94,2021-05-15,0
K05557,113012,9,2021-12-13,0
K05557,113012,26,2021-02-01,0
K05557,113012,52,2021-09-28,0
K05558,105576,10,2021-09-29,1
K05558,105576,93,2021-07-29,0
K05558,105576,186,2021-02-11,0
K05559,179208,12,2021-06-16,0
K05559,179208,24,2021-09-29,0
K05559,179208,48,2021-10-20,0
K05563,104092,11,2021-09-03,0
K05563,104092,65,2021-07-06,0
K05563,104092,130,2021-06-10,1
K05564,8493,4,2021-02-19,0
K05564,8493,7,2021-03-22,0
K05564,8493,14,2021-05-22,0
K05571,145749,21,2021-11-28,0
K05571,145749,166,2021-06-30,1
K05571,145749,332,2021-04-18,0
K05574,179208,6,2021-02-03,0
K05574,179208,13,2021-09-22,0
K05574,179208,26,2021-07-18,0
K05590,18691,5,2021-08-21,0
K05590,18691,10,2021-07-10,0
K05590,18691,20,2021-09-22,0
K05593,6498,1,2021-05-30,0
K05593,6498,2,2021-12-19,0
K05593,6498,5,2021-04-10,0
K05598,15218,6,2021-03-12,0
K05598,15218,37,2021-07-20,0
K05598,15218,74,2021-08-30,0
K05664,7168,3,2021-03-05,1
K05664,7168,16,2021-03-31,0
K05664,7168,32,2021-09-27,0
K05665,27256,2,2021-04-23,1
K05665,27256,7,2021-09-07,0
K05665,27256,14,2021-09-07,1
K05666,52115,5,2021-11-27,0
K05666,52115,10,2021-04-28,0
K05666,52115,20,2021-01-10,1
K05670,8493,2,2021-06-17,0
K05670,8493,4,2021-02-10,1
K05670,8493,8,2021-09-16,0
K05673,73747,5,2021-01-21,0
K05673,73747,16,2021-01-15,0
K05673,73747,32,2021-02-28,0
K05694,6498,1,2021-06-22,0
K05694,6498,2,2021-08-06,0
K05694,6498,4,2021-03-02,0
K05697,39325,9,2021-02-20,0
K05697,39325,78,2021-01-01,0
K05697,39325,156,2021-12-16,0
K05705,6332,2,2021-05-18,0
K05705,6332,10,2021-07-17,0
K05705,6332,20,2021-03-03,0
K05706,95463,13,2021-08-03,0
K05706,95463,128,2021-12-11,0
K05706,95463,256,2021-08-27,0
K05707,27271,5,2021-07-21,0
K05707,27271,57,2021-07-29,0
K05707,27271,114,2021-07-04,0
K05710,106952,10,2021-08-20,1
K05710,106952,42,2021-10-18,1
K05710,106952,84,2021-01-30,0
K08147,6498,1,2021-07-29,0
K08147,6498,2,2021-08-29,0
K08147,6498,4,2021-12-05,1
K08148,6498,1,2021-06-25,0
K08148,6498,2,2021-09-04,1
K08148,6498,5,2021-12-22,1
S00012,6498,1,2021-10-16,0
S00012,6498,1,2021-03-26,1
S00012,6498,1,2021-01-26,0
S00017,6498,1,2021-03-17,0
S00017,6498,2,2021-09-12,0
S00017,6498,4,2021-06-10,0
S00018,6498,1,2021-11-30,0
S00018,6498,1,2021-08-10,0
S00018,6498,1,2021-01-09,0
S00022,6516,1,2021-07-30,0
S00022,6516,1,2021-09-09,0
S00022,6516,1,2021-05-19,0
S00023,6332,1,2021-01-06,0
S00023,6332,3,2021-03-02,1
S00023,6332,6,2021-05-26,1
S00024,6332,1,2021-01-27,0
S00024,6332,1,2021-06-03,1
S00024,6332,2,2021-03-25,0
S00027,6498,1,2021-10-23,1
S00027,6498,1,2021-03-06,1
S00027,6498,1,2021-11-14,0
S00028,6557,1,2021-06-03,1
S00028,6557,5,2021-10-29,0
S00028,6557,10,2021-04-27,1
S00029,6516,1,2021-10-10,0
S00029,6516,4,2021-08-31,0
S00029,6516,8,2021-03-09,0
S00030,6498,1,2021-06-05,0
S00030,6498,1,2021-10-30,1
S00030,6498,2,2021-05-12,0
S00031,6498,1,2021-06-27,0
S00031,6498,2,2021-07-02,0
S00031,6498,5,2021-02-20,0
S00032,6332,1,2021-04-19,0
S00032,6332,4,2021-06-06,1
S00032,6332,8,2021-07-17,0
S00033,5176,2,2021-04-07,0
S00033,5176,16,2021-09-07,0
S00033,5176,32,2021-11-03,0
S00034,3452,2,2021-08-29,0
S00034,3452,18,2021-09-08,0
S00034,3452,36,2021-04-12,0
S00035,11941,2,2021-05-28,1
S00035,11941,24,2021-12-11,1
S00035,11941,48,2021-04-19,1
S00036,4845,2,2021-02-19,1
S00036,4845,21,2021-12-16,0
S00036,4845,42,2021-09-09,0
S00037,9518,1,2021-07-11,0
S00037,9518,12,2021-01-09,0
S00037,9518,24,2021-09-06,0
S00039,6557,1,2021-08-28,0
S00039,6557,6,2021-11-13,0
S00039,6557,12,2021-11-24,0
S00041,8416,3,2021-07-28,0
S00041,8416,19,2021-10-28,0
S00041,8416,38,2021-01-12,0
S00042,10156,3,2021-10-21,0
S00042,10156,23,2021-06-12,1
S00042,10156,46,2021-04-11,0
S00043,8416,2,2021-09-07,0
S00043,8416,13,2021-01-01,0
S00043,8416,26,2021-02-03,0
S00044,27256,2,2021-08-25,0
S00044,27256,6,2021-02-27,0
S00044,27256,12,2021-08-27,0
S00045,6295,2,2021-07-05,0
S00045,6295,29,2021-06-15,0
S00045,6295,58,2021-07-29,1
S00046,6332,2,2021-02-03,0
S00046,6332,9,2021-01-19,0
S00046,6332,18,2021-02-14,1
S00048,27907,3,2021-02-03,0
S00048,27907,10,2021-01-19,1
S00048,27907,20,2021-09-24,1
S00049,10169,3,2021-03-28,0
S00049,10169,38,2021-01-27,0
S00049,10169,76,2021-10-09,1
S00050,6498,1,2021-07-07,0
S00050,6498,3,2021-04-16,0
S00050,6498,6,2021-09-09,0
S00051,52115,2,2021-07-18,0
S00051,52115,5,2021-05-29,0
S00051,52115,11,2021-02-22,0
S00052,52115,5,2021-07-04,1
S00052,52115,11,2021-03-23,0
S00052,52115,22,2021-03-16,1
S00053,52115,6,2021-12-28,0
S00053,52115,11,2021-02-24,0
S00053,52115,22,2021-03-09,0
S00055,8065,2,2021-07-06,0
S00055,8065,4,2021-07-13,0
S00055,8065,8,2021-01-29,0
S00056,13140,2,2021-04-07,0
S00056,13140,5,2021-09-15,0
S00056,13140,10,2021-11-07,0
S00057,6498,1,2021-06-22,0
S00057,6498,3,2021-12-21,0
S00057,6498,6,2021-12-13,0
S00059,6332,1,2021-06-17,1
S00059,6332,5,2021-01-09,1
S00059,6332,10,2021-12-04,0
S00060,81204,4,2021-02-15,0
S00060,81204,8,2021-11-07,0
S00060,81204,16,2021-02-24,0
S00061,6498,1,2021-06-22,0
S00061,6498,1,2021-04-03,1
S00061,6498,2,2021-04-16,0
S00063,6516,1,2021-11-23,0
S00063,6516,3,2021-05-11,0
S00063,6516,6,2021-07-04,0
S00064,6498,1,2021-01-14,0
S00064,6498,2,2021-02-14,0
S00064,6498,4,2021-09-25,0
S00065,6498,1,2021-03-12,0
S00065,6498,1,2021-05-15,1
S00065,6498,2,2021-10-11,0
S00066,6498,1,2021-06-02,0
S00066,6498,2,2021-01-16,1
S00066,6498,4,2021-05-05,0
S00067,6498,1,2021-11-17,0
S00067,6498,1,2021-04-08,0
S00067,6498,2,2021-03-02,0
S00068,6498,1,2021-02-18,0
S00068,6498,3,2021-07-10,0
S00068,6498,6,2021-03-03,0
S00069,6498,1,2021-11-18,0
S00069,6498,1,2021-11-16,0
S00069,6498,1,2021-12-10,0
S00071,6332,2,2021-01-14,0
S00071,6332,9,2021-07-07,0
S00071,6332,18,2021-08-27,0
S00072,6498,2,2021-01-22,1
S00072,6498,4,2021-05-09,0
S00072,6498,8,2021-11-09,0
S00073,6498,1,2021-11-04,0
S00073,6498,1,2021-01-09,0
S00073,6498,2,2021-10-25,0
S00074,6498,2,2021-11-19,0
S00074,6498,3,2021-06-20,0
S00074,6498,6,2021-05-03,0
S00075,6498,1,2021-03-17,0
S00075,6498,3,2021-07-24,0
S00075,6498,7,2021-01-16,0
S00076,6498,1,2021-02-08,1
S00076,6498,2,2021-07-19,0
S00076,6498,5,2021-01-12,0
S00078,6498,1,2021-03-24,0
S00078,6498,1,2021-06-12,1
S00078,6498,3,2021-09-12,1
S00079,6498,1,2021-08-10,1
S00079,6498,1,2021-10-20,1
S00079,6498,3,2021-02-26,0
S00081,6498,1,2021-10-27,1
S00081,6498,3,2021-05-10,0
S00081,6498,6,2021-03-03,0
S00082,6516,1,2021-08-17,0
S00082,6516,6,2021-10-10,0
S00082,6516,12,2021-09-13,0
S00083,6332,1,2021-07-19,0
S00083,6332,5,2021-07-15,0
S00083,6332,10,2021-04-24,0
S00084,27256,3,2021-07-01,0
S00084,27256,9,2021-06-25,0
S00084,27256,18,2021-01-13,0
S00085,6332,2,2021-01-01,0
S00085,6332,5,2021-11-29,0
S00085,6332,10,2021-08-11,0
S00086,6498,1,2021-07-09,0
S00086,6498,1,2021-06-15,1
S00086,6498,3,2021-09-25,0
S00087,6498,1,2021-06-26,0
